run_id,timestamp,platform_name,category,homepage_url,target_url,pilot_priority,requires_login,likely_price_page_type,persona_name,persona_group,account_state,url,page_stage,click_depth,path_taken_json,selectors_clicked_json,pricing_state_confidence,likely_price_page_type_detected,price_found,num_price_candidates,top_price_text,fee_candidates_json,disclosure_found_exact,disclosure_found_normalized,disclosure_found_near_match,first_found_stage,first_found_click_depth,first_found_url,clicks_required_to_first_disclosure,disclosure_visible,disclosure_font_size_px,disclosure_font_weight,disclosure_font_size_ratio_vs_body,disclosure_line_height_px,disclosure_contrast_ratio,disclosure_requires_scroll,disclosure_clicks_required,disclosure_position_relative_to_price,disclosure_distance_from_top,disclosure_distance_px_from_price,disclosure_placement_surface,disclosure_alongside_price_visual_group,disclosure_max_z_index,disclosure_visually_obscured,disclosure_visible_without_interaction,disclosure_on_separate_visual_surface,research_timing_first_disclosure,interactions_before_first_disclosure,scroll_depth_to_disclosure,normalized_price_value,currency_code,pricing_base_price_value,pricing_total_price_value,pricing_cart_total_candidate,pricing_fee_items_json,num_disclosure_matches,blocked_by_login,blocked_by_address_gate,used_storage_state,used_test_address,stop_reason,screenshot_path,screenshot_annotated_path,html_path,json_path,error
20260503T192651Z_d47f4990,2026-05-03T19:26:51.979716+00:00,DoorDash,Food delivery,https://www.doordash.com,https://www.doordash.com,True,False,menu | cart | checkout,desktop_nyc_city_hall_fresh,web_desktop,fresh,https://www.doordash.com,homepage_or_content,0,"[""https://www.doordash.com""]",[],0.1,other,False,0,,[],False,False,False,,,,,False,,,,,,False,0,unknown,,,,,,False,,False,,,,,USD,,,,[],0,False,False,False,False,no_safe_candidates,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__desktop_nyc_city_hall_fresh.png,,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__desktop_nyc_city_hall_fresh.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__desktop_nyc_city_hall_fresh.json,
20260503T192651Z_d47f4990,2026-05-03T19:26:51.990510+00:00,DoorDash,Food delivery,https://www.doordash.com,https://www.doordash.com,True,False,menu | cart | checkout,iphone_long_island_city_returning,iphone_mobile,returning,https://www.doordash.com,homepage_or_content,0,"[""https://www.doordash.com""]",[],0.1,other,False,0,,[],False,False,False,,,,,False,,,,,,False,0,unknown,,,,,,False,,False,,,,,USD,,,,[],0,False,False,False,False,no_safe_candidates,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__iphone_long_island_city_returning.png,,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__iphone_long_island_city_returning.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__iphone_long_island_city_returning.json,
20260503T192651Z_d47f4990,2026-05-03T19:26:52.923741+00:00,DoorDash,Food delivery,https://www.doordash.com,https://www.doordash.com,True,False,menu | cart | checkout,android_brooklyn_high_activity,android_mobile,high_activity,https://www.doordash.com,homepage_or_content,0,"[""https://www.doordash.com""]",[],0.1,other,False,0,,[],False,False,False,,,,,False,,,,,,False,0,unknown,,,,,,False,,False,,,,,USD,,,,[],0,False,False,False,False,no_safe_candidates,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__android_brooklyn_high_activity.png,,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__android_brooklyn_high_activity.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com__android_brooklyn_high_activity.json,
20260503T192651Z_d47f4990,2026-05-03T19:26:52.959902+00:00,DoorDash,Food delivery,https://www.doordash.com,https://www.doordash.com/restaurants-near-me/,True,False,menu | cart | checkout,desktop_nyc_city_hall_fresh,web_desktop,fresh,https://www.doordash.com/restaurants-near-me/,homepage_or_content,0,"[""https://www.doordash.com/restaurants-near-me/""]",[],1.0,other,True,40,$0,"[""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$0.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee""]",False,False,False,,,,,False,,,,,,False,0,unknown,,,,,,False,,False,,,,,USD,,,,[],0,False,False,False,False,no_safe_candidates,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___desktop_nyc_city_hall_fresh.png,,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___desktop_nyc_city_hall_fresh.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___desktop_nyc_city_hall_fresh.json,
20260503T192651Z_d47f4990,2026-05-03T19:26:53.817484+00:00,DoorDash,Food delivery,https://www.doordash.com,https://www.doordash.com/restaurants-near-me/,True,False,menu | cart | checkout,iphone_long_island_city_returning,iphone_mobile,returning,https://www.doordash.com/restaurants-near-me/,homepage_or_content,0,"[""https://www.doordash.com/restaurants-near-me/""]",[],1.0,other,True,40,$0,"[""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$0.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee""]",False,False,False,,,,,False,,,,,,False,0,unknown,,,,,,False,,False,,,,,USD,,,,[],0,False,False,False,False,no_safe_candidates,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___iphone_long_island_city_returning.png,,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___iphone_long_island_city_returning.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___iphone_long_island_city_returning.json,
20260503T192651Z_d47f4990,2026-05-03T19:26:56.960382+00:00,DoorDash,Food delivery,https://www.doordash.com,https://www.doordash.com/restaurants-near-me/,True,False,menu | cart | checkout,android_brooklyn_high_activity,android_mobile,high_activity,https://www.doordash.com/restaurants-near-me/,homepage_or_content,0,"[""https://www.doordash.com/restaurants-near-me/""]",[],1.0,other,True,40,$0,"[""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""farther away (+$2.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee"", ""farther away (+$0.99 fee)"", ""$0 delivery fee"", ""$0 delivery fee"", ""$0 delivery fee""]",False,False,False,,,,,False,,,,,,False,0,unknown,,,,,,False,,False,,,,,USD,,,,[],0,False,False,False,False,no_safe_candidates,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___android_brooklyn_high_activity.png,,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___android_brooklyn_high_activity.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\DoorDash__www.doordash.com_restaurants-near-me___android_brooklyn_high_activity.json,
20260503T192651Z_d47f4990,2026-05-03T19:26:59.080046+00:00,Uber Eats,Food delivery,https://www.ubereats.com,https://www.ubereats.com,True,False,menu | cart | checkout,desktop_nyc_city_hall_fresh,web_desktop,fresh,https://www.ubereats.com,homepage_or_content,0,"[""https://www.ubereats.com""]",[],0.7,other,True,1,$0,"[""$0 delivery fee with uber one""]",False,True,False,homepage_or_content,0,https://www.ubereats.com/,0,False,16,400,1,,21,False,1,above_price,0,,main,,0,True,False,False,landing_page,0,0.0,,USD,,,,[],1,False,True,False,False,disclosure_found,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__desktop_nyc_city_hall_fresh.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__desktop_nyc_city_hall_fresh__annotated.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__desktop_nyc_city_hall_fresh.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__desktop_nyc_city_hall_fresh.json,
20260503T192651Z_d47f4990,2026-05-03T19:27:02.557950+00:00,Uber Eats,Food delivery,https://www.ubereats.com,https://www.ubereats.com,True,False,menu | cart | checkout,iphone_long_island_city_returning,iphone_mobile,returning,https://www.ubereats.com,homepage_or_content,0,"[""https://www.ubereats.com""]",[],0.7,other,True,1,$0,"[""$0 delivery fee with uber one""]",False,True,False,homepage_or_content,0,https://www.ubereats.com/,0,False,16,400,1,,21,False,1,above_price,0,,main,,0,True,False,False,landing_page,0,0.0,,USD,,,,[],1,False,True,False,False,disclosure_found,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__iphone_long_island_city_returning.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__iphone_long_island_city_returning__annotated.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__iphone_long_island_city_returning.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__iphone_long_island_city_returning.json,
20260503T192651Z_d47f4990,2026-05-03T19:27:02.569444+00:00,Uber Eats,Food delivery,https://www.ubereats.com,https://www.ubereats.com,True,False,menu | cart | checkout,android_brooklyn_high_activity,android_mobile,high_activity,https://www.ubereats.com,homepage_or_content,0,"[""https://www.ubereats.com""]",[],0.7,other,True,1,$0,"[""$0 delivery fee with uber one""]",False,True,False,homepage_or_content,0,https://www.ubereats.com/,0,False,16,400,1,,21,False,1,above_price,0,,main,,0,True,False,False,landing_page,0,0.0,,USD,,,,[],1,False,True,False,False,disclosure_found,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__android_brooklyn_high_activity.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__android_brooklyn_high_activity__annotated.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__android_brooklyn_high_activity.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com__android_brooklyn_high_activity.json,
20260503T192651Z_d47f4990,2026-05-03T19:27:07.475057+00:00,Uber Eats,Food delivery,https://www.ubereats.com,https://www.ubereats.com/feed,True,False,menu | cart | checkout,desktop_nyc_city_hall_fresh,web_desktop,fresh,https://www.ubereats.com/feed,homepage_or_content,0,"[""https://www.ubereats.com/feed""]",[],0.7,other,True,1,$0,"[""$0 delivery fee with uber one""]",False,True,False,homepage_or_content,0,https://www.ubereats.com/?next=%2Ffeed,0,False,16,400,1,,21,False,1,above_price,0,,main,,0,True,False,False,landing_page,0,0.0,,USD,,,,[],1,False,True,False,False,disclosure_found,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com_feed__desktop_nyc_city_hall_fresh.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com_feed__desktop_nyc_city_hall_fresh__annotated.png,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com_feed__desktop_nyc_city_hall_fresh.html,C:\Users\cmcke\OneDrive\Desktop\COS\COS 351\NYPersonalizedPricingTool\output\20260503T192651Z_d47f4990\Uber_Eats__www.ubereats.com_feed__desktop_nyc_city_hall_fresh.json,
